category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id
Automotive,61b487ba,False,Gift Card,293.18,40e91959,Tire Gauge,4,5,New York,USA,AZ,4351 Cedar St,17739,"new,limited,trending",2025-02-05 01:28:40,71ac958a-0d66-4b65-88fc-689182ccbb23
Toys,0c3ff126,True,Gift Card,51.25,29cd0837,Building Blocks,2,5,Chicago,USA,CA,7638 Maple St,72379,,2024-03-21 02:06:40,77e70fa4-ae54-438f-945e-fc79fd519bd7
Home & Kitchen,abcf89c7,True,PayPal,338.75,77105079,Microwave,4,5,Los Angeles,USA,NY,2755 Main St,75101,"limited,exclusive",2025-01-22 19:48:40,29c4bf44-d5b7-45df-a61f-69caeeae152f
Grocery,b97f2953,False,Bank Transfer,600.23,b130c501,Pasta,9,2,Phoenix,USA,IL,1506 Maple St,67888,"sale,trending",2024-09-04 22:18:40,1b964cd9-fd4a-40a9-b7d7-02b97b6be0dd
Sports,8cdd62f1,False,Gift Card,886.92,d15188d4,Tennis Racket,5,3,New York,USA,CA,7140 Oak St,88222,"limited,new,exclusive",2024-09-02 07:37:40,bd103296-d380-44ce-96f8-dacdc9311134
Health,ef825113,False,Credit Card,536.68,22490c69,Thermometer,7,,Phoenix,USA,IL,3360 Oak St,43113,limited,2025-01-26 12:45:40,0ebffe39-2de9-4ff0-b845-e6b292842e09
Toys,c09c8e36,True,Bank Transfer,397.95,85d3ffd7,Action Figure,1,4,Houston,USA,TX,8833 Maple St,45699,,2024-07-17 04:18:40,921379f7-db8e-42a1-9d6f-e64e68af92b7
Sports,3afe3d00,True,Gift Card,485.8,55ff8c9b,Tennis Racket,10,5,Houston,USA,CA,4717 Oak St,50826,"new,exclusive",2024-08-18 06:44:40,7bfe9579-881f-4f21-a309-c089970d70a3
Health,ad3c0339,False,Debit Card,921.77,39a374c2,Bandages,8,2,Phoenix,USA,NY,7394 Oak St,37497,"new,trending,limited",2024-05-06 07:21:40,1e24e6e4-6e5d-4d14-8469-7e436b607f8b
Sports,56c5d6a3,False,Gift Card,876.36,ae959821,Yoga Mat,3,,Phoenix,USA,AZ,6140 Oak St,80135,new,2024-11-16 10:30:40,28d02199-ca94-4635-81d1-569b19883f85
Grocery,1321a8d9,True,Credit Card,232.84,345db334,Coffee,4,,Houston,USA,AZ,8801 Oak St,58560,new,2024-10-07 16:20:40,4f5b8201-f5fe-425d-81f9-608daa1006e0
Automotive,5f7ffc28,False,Credit Card,825.18,108d620c,Car Wax,9,,Los Angeles,USA,IL,4566 Main St,14471,,2024-10-21 15:04:40,0c4389b7-b745-45a5-9f15-5a1405f3f646
Clothing,9adf036a,False,Cash,803.18,3e36f375,Shoes,10,4,Phoenix,USA,TX,5040 Main St,94137,"new,exclusive,sale",2024-07-03 07:41:40,d329281e-b8e7-49e7-a684-bddebb837957
Home & Kitchen,faef35fd,True,Cash,648.02,ab29d506,Knife Set,3,3,Chicago,USA,AZ,598 Pine St,72578,exclusive,2024-03-28 02:34:40,e6b3b0e6-b290-4884-bae0-0d5d287d2e7b
Electronics,9a90bbe3,False,Credit Card,615.79,9fb8462c,TV,3,,Houston,USA,NY,3376 Cedar St,26046,new,2024-04-23 12:16:40,8069fef3-8e49-40e8-84eb-0998dc0c5298
Beauty,4f95ab20,False,Cash,294.14,1cae5b20,Nail Polish,5,2,Los Angeles,USA,CA,1924 Main St,54434,"exclusive,trending",2024-08-28 21:27:40,1731994e-04ba-416e-b542-895730745394
Home & Kitchen,34be12b3,False,Credit Card,637.46,4004f235,Plates,7,5,Chicago,USA,NY,4831 Pine St,27680,"sale,limited",2025-02-13 11:53:40,0d9b877e-a089-4256-a094-3f29ad889a72
Home & Kitchen,ffe3117a,True,Bank Transfer,388.25,4700ef77,Knife Set,10,4,Phoenix,USA,CA,6545 Pine St,78087,"trending,limited",2024-05-23 06:28:40,fb57ff5a-4fd4-46af-aad4-0036d93ac764
Health,e09b9ea4,False,Credit Card,233.56,775223f5,First Aid Kit,4,2,Chicago,USA,TX,9256 Maple St,89026,,2025-02-02 14:15:40,6c91d3c1-9e5e-4e4a-9dda-4960b124a1a4
Grocery,60920ee5,False,Credit Card,867.48,b616fb1c,Coffee,5,,Los Angeles,USA,AZ,2989 Cedar St,21000,"limited,exclusive,new",2024-03-23 18:35:40,ba471d15-36fc-4d26-8e61-43157a5197e9
Clothing,187dda79,False,Credit Card,506.33,271f1221,Socks,3,,Los Angeles,USA,NY,9938 Pine St,55310,exclusive,2024-03-28 09:20:40,f212825b-cd01-4c13-a30e-b7a65c26b69c
Beauty,3083d50c,False,Gift Card,646.49,3c3e6c97,Nail Polish,4,,Houston,USA,IL,8473 Cedar St,32201,"new,sale,trending",2024-08-23 23:27:40,0905756f-b02c-4516-865e-a52dd9c68e99
Grocery,19cb5de6,True,Debit Card,526.08,4e395153,Frozen Meals,10,4,Chicago,USA,IL,6137 Cedar St,70668,,2024-12-21 11:13:40,b66e310c-3962-45ee-a5d6-8968b13b734e
Grocery,041902b3,True,Credit Card,361.5,e2565a61,Frozen Meals,5,5,Phoenix,USA,CA,3020 Cedar St,64605,trending,2024-12-05 07:11:40,be56ba6f-a162-4e3f-a55b-326a84e11298
Clothing,01829ef2,True,Debit Card,51.37,19964b49,Dress,3,5,Chicago,USA,AZ,1649 Cedar St,74433,"sale,new,trending",2025-02-24 13:06:40,fee6bda6-3c6a-486b-b044-93f2964ce4ef
Beauty,7feed46b,False,Debit Card,138.47,9d8aee3b,Perfume,4,,New York,USA,NY,5986 Maple St,84660,,2024-12-29 09:01:40,cd9d68be-207a-446d-a84f-8ad79b74fbc5
Automotive,e0f4626c,True,Bank Transfer,488.02,ecd3421b,Floor Mats,4,3,Chicago,USA,NY,2811 Oak St,77435,"sale,new",2024-09-12 23:27:40,a3f2a688-b17b-4e02-b232-7ea23908e216
Beauty,25214dfd,True,Gift Card,183.86,68e60961,Lipstick,5,4,Phoenix,USA,TX,6327 Main St,61273,trending,2024-08-31 09:41:40,8960c515-c04e-4ce9-b653-76280f93c3f9
Sports,5086a71f,False,Credit Card,471.23,b8adecb9,Dumbbells,8,1,Chicago,USA,CA,3693 Cedar St,95597,,2025-01-26 19:02:40,64b68a81-565d-49f5-af10-177bdfb46ac5
Clothing,287c8cb4,True,Bank Transfer,79.42,2379eaa8,Jeans,6,,Phoenix,USA,TX,3927 Maple St,23020,,2024-03-26 11:21:40,3a38ef6e-9fc6-45c4-a72f-3060ffabbbed
Sports,d1b705e7,True,PayPal,741.6,90a5c080,Bicycle,8,,Houston,USA,CA,2490 Pine St,41404,,2024-07-26 03:41:40,788d9665-dad9-405b-a740-ac3eb2393a17
Clothing,85bc728a,False,Debit Card,517.55,46daf23d,Jacket,5,,New York,USA,NY,6513 Main St,65005,,2024-12-19 11:18:40,8c25f598-7c55-45a3-b132-929c49cd1b8e
Electronics,e051bff3,False,Bank Transfer,550.07,1bff89c8,Camera,5,2,Houston,USA,IL,9781 Maple St,27252,"trending,exclusive",2024-04-27 02:52:40,f5ed2e45-19e9-4883-b2f8-e1aab6f7cc3b
Health,fb347cb1,False,Debit Card,445.44,4a696523,Vitamins,4,4,Los Angeles,USA,AZ,5094 Cedar St,66773,"new,exclusive,sale",2024-07-14 16:28:40,b0884027-d6d9-425e-a968-33419cdcdeb6
Clothing,8f10468c,False,Bank Transfer,293.38,d444f533,T-shirt,3,3,Chicago,USA,TX,1970 Oak St,95447,limited,2024-10-21 01:59:40,c34eb1e1-377b-4543-9329-1fb22bf0b2c3
Toys,fd8bc923,True,Cash,275.0,011e8179,Building Blocks,4,2,Chicago,USA,NY,8367 Oak St,73825,limited,2024-07-21 21:20:40,cd0be51b-3fa2-418f-be89-f10f28a8c61a
Automotive,c3d6ce56,False,Debit Card,992.45,78872759,Jump Starter,3,2,Chicago,USA,IL,6124 Main St,36905,new,2024-05-20 11:20:40,0e9dc2b2-ae85-470a-951c-bf43a577fb89
Beauty,672b4d5d,True,Cash,765.0,a5946185,Hair Dryer,10,,Houston,USA,TX,3950 Cedar St,33294,,2024-05-02 22:49:40,f40c3ed0-bc3d-4c9d-9ea8-772efd730479
Beauty,3dc0ad8c,False,Gift Card,465.54,29f23960,Nail Polish,9,4,Chicago,USA,NY,4364 Cedar St,79840,,2024-08-31 05:10:40,33d035f1-b1ba-4a99-906e-8482f34a0e6a
Automotive,0b3f0aa1,True,Gift Card,658.85,fde43ad6,Floor Mats,10,,Houston,USA,NY,3821 Cedar St,50721,exclusive,2024-10-02 12:00:40,8c873fff-a75c-4540-9b0d-9368b833ab3e
Automotive,ce9aa1c0,True,Credit Card,832.17,b8316586,Air Freshener,2,,Phoenix,USA,NY,3498 Main St,89257,exclusive,2024-04-20 03:07:40,3e9b4626-a4ad-40f8-8d12-3207c323986a
Books,0449a25a,True,Bank Transfer,783.99,ad4bd301,Fiction Novel,6,,Los Angeles,USA,CA,9308 Main St,27973,"new,limited",2025-02-17 10:41:40,2ed7c385-6e0a-47c4-a157-23270dc74ec7
Health,5d5e6d7e,False,Bank Transfer,451.27,77f155ba,First Aid Kit,6,4,Phoenix,USA,IL,7657 Oak St,80563,,2024-10-20 20:05:40,56ba4f14-8ca5-4108-b575-f074ba497f51
Clothing,9774647b,False,Debit Card,768.71,e10bcaac,Dress,8,,Houston,USA,AZ,1039 Main St,73693,limited,2024-07-04 14:37:40,943a127b-a0f9-41bd-9eda-ca782fb53548
Sports,aaee40f1,False,Debit Card,571.36,6ae21dfe,Running Shoes,5,1,Phoenix,USA,IL,4130 Maple St,42469,"limited,exclusive",2024-12-10 11:12:40,6e21d6dd-b928-4d22-a9a5-23531f6119df
Electronics,ec1c43fa,True,Credit Card,207.9,6e9fed6c,Tablet,8,5,Phoenix,USA,NY,5275 Cedar St,15877,"exclusive,trending",2024-09-16 03:35:40,0c260a75-7c95-4213-a55c-36912429ac56
Grocery,321f3369,False,Gift Card,81.63,f0bf8db7,Cereal,6,2,Chicago,USA,AZ,4809 Maple St,20355,"exclusive,sale",2025-02-02 11:51:40,2670ccfe-4a4e-4901-ad23-664819919141
Grocery,92468025,True,Gift Card,538.65,52609fee,Canned Goods,3,2,New York,USA,TX,3026 Main St,50859,sale,2024-07-20 15:22:40,4634a629-e8da-4fb2-9172-58d672a382a5
Electronics,34f04ed1,True,Bank Transfer,503.23,a5eb5310,Smartphone,2,3,Phoenix,USA,IL,5350 Maple St,48077,"new,exclusive,limited",2024-09-22 07:50:40,38c93a68-391d-4363-acf2-014a25f8ba4b
Home & Kitchen,639762e6,True,PayPal,143.02,63337f64,Toaster,3,3,Los Angeles,USA,IL,5313 Main St,92569,limited,2024-04-21 10:59:40,3f7a21f8-4465-4f65-9e12-08b71d374e58
Home & Kitchen,92017b82,True,Credit Card,970.3,b6fa7e9d,Coffee Maker,7,,New York,USA,TX,5518 Oak St,51901,"sale,trending,exclusive",2024-04-21 13:44:40,d374faed-8498-4723-a9cf-706c7d7216ea
Clothing,997d0fa3,False,Credit Card,409.4,905cf57c,Jeans,8,,Phoenix,USA,CA,251 Main St,80585,"sale,exclusive",2024-07-15 14:48:40,577286dd-02d9-4768-a54a-cebeab2463f8
Clothing,9ab54af4,True,Credit Card,853.72,fccc403b,Jacket,6,,New York,USA,IL,4781 Cedar St,16030,,2024-08-08 09:03:40,6006459c-b94b-43d2-860b-aa1e6d03ff8a
Beauty,f8631831,False,Debit Card,645.97,227da4ff,Shampoo,5,3,New York,USA,NY,998 Main St,73824,"new,sale,exclusive",2025-01-30 08:23:40,766bdfb3-7e64-423a-9a34-b9aec34f70fe
Beauty,8ce29149,False,Cash,688.99,abe8f773,Lipstick,9,2,New York,USA,NY,9345 Pine St,84460,exclusive,2024-04-30 16:36:40,6a7a572a-6a11-4f9e-acb7-1eee0c04d552
Books,55aeeb99,True,PayPal,869.14,11b6738a,Science Fiction,10,1,Chicago,USA,NY,1041 Pine St,18891,"sale,exclusive,limited",2025-03-04 01:58:40,3535cfb9-ad07-48f0-be7c-1cadf60861f7
Toys,8da233f0,True,PayPal,377.76,6952d37e,Board Game,3,,New York,USA,NY,4670 Main St,40796,"sale,exclusive",2024-06-27 04:39:40,2a1ac173-0d59-4fea-8203-5b5ef632fc20
Clothing,27255cb5,True,Bank Transfer,774.01,0b5ada2a,Hat,5,2,Los Angeles,USA,IL,8964 Main St,89873,,2024-05-11 12:47:40,394a0374-ad78-415f-a527-73836c50d835
Books,9cee5f65,False,Credit Card,192.16,15106597,Self-Help,7,4,Chicago,USA,TX,7731 Cedar St,19297,"trending,sale",2024-08-12 19:40:40,65eb60cc-ec79-43fd-ad75-86c26f15fe0e
Beauty,c2aaffb6,True,Debit Card,37.89,76220fba,Nail Polish,3,,Houston,USA,NY,6241 Maple St,95653,"sale,new,exclusive",2024-06-18 18:32:40,201bc814-2a81-48e4-a44c-9e3c800508d3
Grocery,003922fc,False,Gift Card,661.14,f2385a9f,Cereal,2,2,New York,USA,CA,8236 Cedar St,86352,"new,trending",2024-06-08 02:40:40,d68b911f-ad44-48e1-a734-a5dcedbbff0d
Toys,ecd2e9b3,True,Cash,138.89,20af7caa,Stuffed Animal,2,5,Los Angeles,USA,CA,4562 Cedar St,43861,,2024-04-03 23:56:40,a2d0e351-b826-4757-93f7-b3bb96140729
Sports,7d318881,True,Cash,257.03,ab001ab6,Basketball,3,,Los Angeles,USA,IL,5008 Oak St,78048,"limited,exclusive,sale",2024-05-08 10:55:40,8a923334-3c3f-483e-a035-d32be1ea2a8f
Automotive,e585992f,False,Credit Card,611.17,1e863e58,Car Wax,1,,Chicago,USA,IL,4309 Oak St,94910,,2024-03-29 05:26:40,3ed3b263-7066-4f24-be17-3661bf7fba51
Grocery,37ef70c0,True,Debit Card,413.23,9e8c5374,Coffee,5,5,New York,USA,CA,8260 Pine St,28468,limited,2024-12-02 16:17:40,5ba34fdb-8dc1-4a91-ba50-389a5314dd50
Clothing,b0727dda,False,Cash,868.46,8ac5e7b3,Hat,9,1,New York,USA,IL,5662 Main St,76843,"sale,exclusive",2025-01-22 12:02:40,53cef069-bfaf-47b9-9d12-9587dd819ba4
Books,44dda6ee,False,Debit Card,633.61,ff785832,Fiction Novel,2,3,Houston,USA,TX,2583 Oak St,44344,"new,limited",2025-03-14 23:02:40,a9904934-d9cd-48e1-a189-5388fe23177a
Health,c410b211,True,Debit Card,864.32,f0c619be,Bandages,4,5,Chicago,USA,IL,6181 Main St,54196,"trending,exclusive,limited",2025-03-12 20:53:40,951e0ced-55ac-46a2-852e-422dafbc1873
Toys,4074f019,True,Credit Card,99.45,7dfe7177,Building Blocks,6,,Phoenix,USA,TX,3534 Maple St,69838,,2024-11-05 22:27:40,c4a1c82d-f474-4900-aa0f-906e703e5c5e
Clothing,e3d155be,True,PayPal,286.21,6bd1b3f4,Jacket,10,,New York,USA,AZ,1475 Oak St,73720,limited,2025-02-28 18:07:40,af566318-8bb1-403e-9066-d11cbb8ce5dc
Clothing,98f1a36c,True,Cash,697.05,b72aa7b2,Dress,6,1,Phoenix,USA,CA,507 Main St,99392,exclusive,2024-09-27 14:42:40,1ca2a2d8-f526-4763-89a6-df24eb1718f2
Electronics,2049617d,False,Credit Card,396.24,9e4cab50,Tablet,4,4,Phoenix,USA,TX,3673 Maple St,52680,,2024-12-15 06:50:40,c182530c-c34b-4cea-9308-76749487fe78
Toys,339b6661,False,Cash,376.08,08477964,Puzzle,7,5,Phoenix,USA,AZ,8018 Cedar St,79977,"sale,limited,trending",2025-02-04 11:43:40,8cac1ad7-a6c3-4a16-b3bf-564dcea98ffe
Automotive,e1894c7f,True,Bank Transfer,35.48,6588f0ca,Jump Starter,6,,Phoenix,USA,IL,7847 Main St,49266,limited,2024-11-11 12:23:40,8b6f35bb-672d-4683-9c63-9748e7b60710
Home & Kitchen,39b503f4,False,Bank Transfer,370.03,40b0d463,Coffee Maker,1,2,Houston,USA,IL,4609 Cedar St,48160,"new,limited,sale",2024-06-01 16:50:40,c16902ca-f0b2-4fdb-9221-e01744a51d61
Beauty,1a261f4b,False,PayPal,328.47,85dd2359,Nail Polish,7,,Los Angeles,USA,CA,1636 Pine St,48557,"exclusive,limited,sale",2024-08-03 14:53:40,746729d8-17ca-4931-a080-0c25afacb235
Electronics,e1cacd1d,True,Bank Transfer,352.97,b7ee31e8,Camera,6,3,Houston,USA,TX,9251 Oak St,12252,limited,2025-01-28 02:05:40,ae42c599-f10f-44b5-8455-bc094a89b3d3
Toys,c19fa2ce,False,Gift Card,914.62,c55fe485,Board Game,7,1,Chicago,USA,IL,9408 Cedar St,49475,,2024-06-11 17:55:40,30f84482-6c33-4353-9784-fde867fbcc1e
Automotive,17109641,True,Gift Card,629.02,6286b543,Tire Gauge,2,2,New York,USA,TX,4747 Oak St,88762,new,2024-06-26 19:17:40,4fa10b9a-cde5-4b0e-8c02-8bedef7cd28c
Automotive,b4447913,False,Gift Card,914.99,f4f331c5,Tire Gauge,6,1,Houston,USA,TX,6193 Maple St,66249,exclusive,2024-08-10 19:46:40,789b3c37-b47a-42cd-8a8c-6eb319cb48eb
Health,4cc405e5,True,PayPal,939.37,5be18efc,Bandages,7,1,Los Angeles,USA,IL,8992 Pine St,68455,"trending,new,sale",2025-02-22 02:20:40,2fd35beb-30b3-4030-817c-11799b164b85
Beauty,bab7f0dd,False,PayPal,813.03,b11caea4,Shampoo,10,1,Los Angeles,USA,CA,5720 Pine St,68086,,2025-02-08 16:38:40,d9cfe582-ff1b-4c84-ba8b-f0ec9634cd2c
Sports,066d02a1,True,Debit Card,417.44,741e0681,Yoga Mat,2,3,Houston,USA,AZ,1881 Pine St,66264,"trending,new,exclusive",2024-07-13 03:33:40,eccc36ce-1685-43dd-8b97-9a877336b247
Clothing,aedd9662,False,Debit Card,369.25,e1d6b1a7,T-shirt,1,,Chicago,USA,TX,1526 Cedar St,91916,,2024-10-24 02:19:40,a4184564-0229-46b3-8cb8-5ebd4f6106c3
Books,54eeff30,True,Credit Card,739.33,cf4be68b,Cookbook,2,2,Chicago,USA,NY,3585 Cedar St,63871,,2024-06-05 10:00:40,51b18e14-aebc-48b0-83f8-1ad2f932b500
Home & Kitchen,6a781408,True,Debit Card,765.74,19edb4d4,Plates,5,3,Houston,USA,IL,7441 Cedar St,37966,trending,2024-03-30 18:56:40,4402dd47-7864-41e6-b7c4-94add7b32997
Automotive,126a7095,False,PayPal,702.33,02a86d0b,Jump Starter,6,4,Los Angeles,USA,IL,1390 Oak St,96015,,2024-04-30 22:40:40,83ba4667-dd4b-4873-9985-9946de535cfc
Automotive,9eeac233,False,Debit Card,36.67,71229261,Jump Starter,6,1,Houston,USA,CA,7449 Main St,36112,"trending,exclusive,new",2024-06-07 07:57:40,f091f32e-6122-40b2-9576-6ac5be56abf5
Health,1d9f05a1,True,Cash,985.8,b343b12b,Bandages,7,5,Houston,USA,CA,3164 Maple St,79686,"trending,sale,exclusive",2025-01-04 21:47:40,934e6a8c-966e-41bb-993f-acce6820046e
Electronics,7c86715f,False,Gift Card,862.62,2f4ca68d,Tablet,4,,Houston,USA,AZ,2084 Cedar St,65148,"exclusive,new",2024-08-31 22:03:40,ba6390f7-cbc4-479e-859e-c801dd72c391
Sports,65ee7936,False,Debit Card,782.68,76ea7486,Tennis Racket,6,4,Houston,USA,AZ,325 Main St,66287,exclusive,2024-11-10 22:22:40,f3559e63-c66c-4eeb-a399-c69e5ca371b2
Electronics,7fd894eb,False,Debit Card,164.99,abcff85a,Tablet,2,1,Houston,USA,CA,9610 Oak St,83810,"new,limited,exclusive",2024-05-13 05:01:40,fb1dee6f-2842-4e0c-a090-954c1df931d0
Health,25eda3b5,False,Gift Card,252.96,fc1e2559,Pain Reliever,5,5,Houston,USA,NY,3637 Oak St,59877,,2024-10-30 07:58:40,efb4943a-cff5-4608-8e1a-2e57df1606da
Health,f29a9df5,True,Gift Card,62.81,e8b66ce5,Vitamins,1,2,Chicago,USA,IL,7767 Main St,41467,"exclusive,limited,sale",2024-12-24 00:41:40,d459ab09-4da3-4ea7-9903-8b9a1f65de5c
Electronics,79e6380b,True,PayPal,199.76,87856e04,Camera,2,5,Houston,USA,CA,5859 Cedar St,44457,"trending,exclusive,sale",2024-10-12 02:20:40,0339a0f1-de06-439e-b0ed-a299d082f159
Electronics,ef4eaefe,False,Cash,38.84,5094945d,Smart Watch,4,1,New York,USA,CA,6443 Maple St,59216,,2024-04-14 07:59:40,675b34bf-9b4a-4c33-bc0f-b8d092e8caa0
Sports,df3f5d1c,False,Cash,397.04,34c7f2e2,Tennis Racket,6,2,Phoenix,USA,IL,4366 Oak St,54871,"trending,limited,new",2024-08-03 04:41:40,91748f62-024a-4f96-b4d8-956f099c7543
Beauty,6a4699dd,False,PayPal,275.87,ed266cf1,Lipstick,2,,New York,USA,AZ,6401 Maple St,28788,,2025-03-09 22:11:40,47d4e895-2da6-4002-88a6-3dce233924fa
Home & Kitchen,ab6848f8,True,Credit Card,774.97,fc7292ef,Microwave,10,1,Phoenix,USA,CA,5504 Oak St,52606,"new,trending",2024-12-22 06:20:40,8786950f-d1ae-48cf-bea3-50cbcb913988
Books,b7fca0c4,False,Gift Card,49.03,d94b1269,Science Fiction,3,,New York,USA,TX,889 Main St,98560,"trending,limited,exclusive",2024-03-19 19:40:40,dda48ff7-8323-43c5-9745-929d602b123f
Electronics,3194c890,True,Bank Transfer,298.28,a412b712,Laptop,7,,Houston,USA,TX,2659 Main St,88634,"exclusive,limited,new",2024-04-27 00:17:40,e29fcc19-758e-47a4-8e73-ccfdcb9af23e
Automotive,ff1f0359,False,Debit Card,546.29,66b3dc03,Jump Starter,3,4,Houston,USA,NY,7131 Cedar St,25763,"exclusive,new",2024-10-19 07:07:40,51be028f-a79e-45b4-896c-ad76a7190f94
Books,80087077,True,Gift Card,520.93,ca044549,History,6,1,New York,USA,TX,5198 Cedar St,96596,"exclusive,trending",2024-08-14 06:46:40,1711d769-8947-4c6c-93ad-e1780508dbc4
Grocery,cf706830,False,Bank Transfer,719.14,c7be1930,Frozen Meals,3,1,Houston,USA,CA,2065 Cedar St,98657,sale,2024-12-03 08:22:40,0c41fa9b-877e-4aa6-8dd1-5b712eda8ccf
Books,9bb9fc10,False,PayPal,595.95,4d89969d,Fiction Novel,2,5,Phoenix,USA,AZ,4186 Main St,65211,new,2024-12-11 09:10:40,79e17af4-2427-4918-8a1d-e2a8b956c85d
Sports,6fd8f447,False,Cash,401.25,cf1e4b45,Basketball,4,5,Phoenix,USA,AZ,9455 Oak St,56633,"new,limited,exclusive",2024-09-24 07:25:40,f25fcfe8-48f9-4895-9d90-666b987473e0
Sports,4fdaecec,True,PayPal,838.85,7c82a033,Yoga Mat,2,,Houston,USA,TX,1779 Oak St,17388,"trending,new",2024-12-16 02:54:40,beb853bf-b8c0-41a2-bdb5-0215472ab9b3
Automotive,c6108a09,False,Debit Card,79.57,5eb52827,Tire Gauge,1,2,Phoenix,USA,CA,9862 Maple St,16629,exclusive,2024-07-19 07:35:40,f73f32ae-5cf3-4efc-9486-43afc8009f83
Home & Kitchen,32896c05,True,Debit Card,687.54,2aefdd19,Toaster,4,2,New York,USA,NY,4523 Main St,50976,trending,2024-06-10 21:27:40,8d9c9432-4aca-4feb-98c7-9362221cab3f
Home & Kitchen,ff408cba,True,Bank Transfer,110.01,b0c9d6e9,Toaster,6,,Chicago,USA,TX,748 Cedar St,22428,"trending,sale,new",2024-03-27 06:03:40,99993934-0643-4eec-b915-f56ff3e22c26
Electronics,7a2224dc,False,Cash,651.65,0abc39fa,Camera,5,,Houston,USA,TX,4819 Maple St,41853,"new,sale",2025-01-29 17:24:40,e76df7ba-b0c0-4769-9fb9-e9212924998b
Beauty,a7129cdf,False,PayPal,837.97,a888bcd7,Perfume,4,,Phoenix,USA,AZ,5427 Maple St,93655,,2025-02-28 15:44:40,ea773e94-f002-4f1c-bdd1-cf3e2877fa5b
Clothing,6b0bf69f,False,Credit Card,264.94,24357012,Jeans,3,3,Houston,USA,CA,2401 Main St,65430,"exclusive,sale,trending",2024-11-01 15:11:40,814960af-c2fe-4135-b352-fb82f402b8d8
Home & Kitchen,ceb60c4f,True,Credit Card,572.37,8233c6b1,Blender,1,1,New York,USA,IL,8163 Maple St,15665,,2025-01-18 04:41:40,6fc3be08-52a1-4b40-9a81-bc6d865332c2
Electronics,f609de5b,False,PayPal,858.97,607c28ac,Camera,9,,New York,USA,CA,4004 Main St,77905,"exclusive,new",2024-03-28 07:35:40,f6a20135-9a5a-4994-b794-d932f6d7b769
Books,c740a393,True,Credit Card,658.32,0d968109,Fiction Novel,8,1,Chicago,USA,TX,9262 Oak St,19818,"exclusive,sale",2024-11-13 09:43:40,e538ce06-493a-4065-9a22-31949df906f4
Automotive,7faeea70,True,Credit Card,924.57,2f7b0698,Floor Mats,5,,Houston,USA,AZ,5560 Cedar St,16517,"trending,sale,exclusive",2024-10-24 06:16:40,5949b88c-cce0-4433-b27a-907afd9b197f
Beauty,107fd44d,False,Debit Card,934.43,251c8135,Perfume,1,,New York,USA,NY,6014 Oak St,45914,"exclusive,limited",2024-03-23 08:30:40,06656d7f-3d20-49f0-ac80-6c7f605df7a6
Automotive,fb3d9379,True,Cash,187.69,c574384d,Tire Gauge,3,3,Houston,USA,TX,1934 Oak St,45921,new,2024-08-09 23:47:40,c5557ddb-ebbd-4245-b52a-c4f57adaced1
Toys,a57cd500,False,Bank Transfer,568.36,b024bcab,Stuffed Animal,1,,Chicago,USA,CA,4139 Cedar St,86652,trending,2024-10-09 15:53:40,72f465ae-1961-4e04-a458-6cdd141d6d15
Automotive,eb13bfd7,True,Gift Card,268.51,a79987cf,Jump Starter,2,5,Chicago,USA,NY,8695 Oak St,47880,,2024-06-16 00:28:40,28b08a45-cc5e-4d39-887c-d630f5f93886
Grocery,ce18125c,True,PayPal,98.93,d01aad41,Cereal,2,3,Chicago,USA,AZ,6639 Cedar St,19808,sale,2024-04-22 07:17:40,f6940269-e7e8-4059-9de9-1eec35637866
Grocery,90edabc7,True,Gift Card,530.11,b944c8b0,Canned Goods,5,1,Los Angeles,USA,NY,9890 Oak St,97109,"new,exclusive,limited",2024-09-06 10:51:40,00bf237f-0d36-445f-be3d-e0dbc4194657
Beauty,bdc38f66,True,Credit Card,469.59,28681405,Nail Polish,8,5,Los Angeles,USA,TX,6340 Maple St,63967,,2024-04-18 02:12:40,d540d1ee-9132-42ae-ba04-e769aab089e0
Grocery,1faa0ef0,True,Gift Card,996.71,c2969ddc,Pasta,2,5,Los Angeles,USA,IL,5284 Cedar St,85797,limited,2024-11-10 01:43:40,650a5e6f-eff9-4aae-9a31-6e396d25683b
Toys,3ffd1452,False,Cash,633.06,ebe5eefc,Action Figure,7,1,Phoenix,USA,IL,9713 Main St,59617,trending,2024-04-12 22:41:40,a9184385-c2a3-4d8f-a103-2a85a7d0ceaa
Sports,6f5f324a,False,Credit Card,924.65,f3c4ba4e,Running Shoes,5,,Los Angeles,USA,IL,5945 Oak St,85075,new,2024-09-10 10:35:40,a0a3f828-d9ba-4068-bd58-ff7225abcd2e
Health,eae601d7,False,Bank Transfer,183.48,d947cbfa,Bandages,4,4,Chicago,USA,CA,5351 Cedar St,54777,"sale,exclusive",2024-09-14 00:04:40,b371978f-58b4-4362-88c5-ff4f70299867
Electronics,5001c718,False,Debit Card,402.77,945bf697,Headphones,4,,New York,USA,CA,7597 Cedar St,39259,"sale,exclusive,limited",2024-10-20 14:46:40,4ab88bf5-3d73-406f-8753-09dc05b9532a
Sports,00ae102e,False,Cash,171.63,54a2ea52,Running Shoes,3,2,Los Angeles,USA,TX,8062 Pine St,31845,"sale,new",2024-07-12 00:17:40,a7fff6bc-5a55-4cea-b40a-d4dbff605d40
