category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id,date,year,month,day,day_of_week,total_price
Automotive,ecb90404,,Bank Transfer,180.39,effb7e6a,Air Freshener,1,4.0,Chicago,USA,TX,3283 Maple St,12134,limited,2025-02-13 01:49:43,46d78312-6f09-42e1-895f-7b7c75c33a01,2025-02-13,2025,2,13,5,180.39
Health,ad28fd1b,,Credit Card,318.3,d1ee382b,Vitamins,1,4.0,Phoenix,USA,AZ,5264 Pine St,93035,,2024-12-22 08:47:43,66cf8d32-e51b-4287-a243-285bfc1ad491,2024-12-22,2024,12,22,1,318.3
Health,2ce6fead,,Debit Card,779.98,3e6e9629,Pain Reliever,10,5.0,Houston,USA,CA,6834 Oak St,72596,trending,2024-07-07 17:30:43,39ebade6-38ab-4a18-b4eb-c527a4ccbc19,2024-07-07,2024,7,7,1,7799.8
Books,4909fd13,,Cash,37.85,c25ad6ab,Self-Help,9,3.0,Chicago,USA,CA,5649 Pine St,20572,new,2024-07-26 20:28:43,14a39040-0c0e-4793-9ef3-e2a660d3c0eb,2024-07-26,2024,7,26,6,340.65000000000003
Automotive,9dbfa82e,,Bank Transfer,935.32,2f7eb6a1,Tire Gauge,5,0.0,Chicago,USA,AZ,3510 Oak St,66502,"new,trending",2025-03-10 12:55:43,edf0091c-6572-4dbd-9fbd-05ba85df9d89,2025-03-10,2025,3,10,2,4676.6
Beauty,ab95f4a7,,Gift Card,486.2,5973bc93,Shampoo,10,5.0,Houston,USA,TX,8237 Pine St,86439,"trending,sale",2024-09-29 14:58:43,8ebbb33b-2b2c-49d9-b9a1-1625d74a592e,2024-09-29,2024,9,29,1,4862.0
Grocery,4dc8e327,,Bank Transfer,781.6,fbf8b5bc,Pasta,5,4.0,New York,USA,NY,5711 Cedar St,92198,trending,2024-09-19 23:50:43,5ef0c645-2139-426f-91f7-6e1998bb8742,2024-09-19,2024,9,19,5,3908.0
Home & Kitchen,b7afa505,,Bank Transfer,846.81,f413b68c,Coffee Maker,7,3.0,New York,USA,AZ,6231 Maple St,92201,,2024-07-16 00:24:43,0e523d26-a6f2-414a-a389-37e922885848,2024-07-16,2024,7,16,3,5927.67
Sports,aef0314c,,PayPal,405.0,43d1d160,Basketball,7,2.0,New York,USA,CA,8178 Pine St,17009,"limited,sale",2024-09-29 06:01:43,e5f499a4-96cc-4e28-8bd3-c901e54b839d,2024-09-29,2024,9,29,1,2835.0
Home & Kitchen,32cba756,,Cash,364.38,87eb3a87,Microwave,5,5.0,Chicago,USA,TX,5262 Cedar St,58802,"new,trending",2025-03-03 07:35:43,50052a1f-fa0c-4684-89d5-802a8f1f71a1,2025-03-03,2025,3,3,2,1821.9
Health,b105b7a5,,PayPal,847.31,c1506873,Pain Reliever,7,4.0,Chicago,USA,TX,8433 Cedar St,18610,,2024-12-04 10:38:43,ec3b65d9-ad40-47b3-9373-c3f2e962cbe6,2024-12-04,2024,12,4,4,5931.17
Sports,e3648e1c,,Cash,797.79,65fa8c47,Basketball,6,4.0,Houston,USA,CA,1972 Cedar St,56106,"limited,new,exclusive",2024-09-27 01:08:43,3630e2d8-a678-4fef-8cf8-3914d61e5d74,2024-09-27,2024,9,27,6,4786.74
Automotive,7c2f5097,,Credit Card,603.36,cdf5706b,Air Freshener,5,3.0,Chicago,USA,TX,1713 Cedar St,19882,"exclusive,trending",2024-10-19 11:43:43,10181b00-1753-4cf5-91af-5af16c9d7cdc,2024-10-19,2024,10,19,7,3016.8
Books,6a2c8bc7,,Debit Card,634.1,73a796b9,Self-Help,3,0.0,Chicago,USA,AZ,625 Oak St,37488,"trending,sale",2024-12-02 21:21:43,a158ad7d-f209-4152-83a9-c30077e67fff,2024-12-02,2024,12,2,2,1902.3000000000002
Home & Kitchen,7a06e107,,Cash,741.31,5c4a74fa,Knife Set,1,0.0,Chicago,USA,AZ,7664 Pine St,95294,"limited,new,sale",2025-03-10 06:23:43,c6629401-521b-4364-a7a1-94a675aa353e,2025-03-10,2025,3,10,2,741.31
Clothing,53fd6cc7,,Bank Transfer,378.88,998275c9,Jacket,2,3.0,Phoenix,USA,CA,682 Oak St,23413,,2024-12-09 21:38:43,3a026049-d26e-4afb-b6e6-05adb4349cf6,2024-12-09,2024,12,9,2,757.76
Automotive,e62f4d4e,,Cash,155.55,0d3f9613,Jump Starter,2,1.0,Chicago,USA,CA,3781 Oak St,54690,,2024-09-20 00:49:43,c6c855ff-ca23-40d7-add5-b172adf076f8,2024-09-20,2024,9,20,6,311.1
Clothing,13a20856,,Gift Card,892.12,9eb3c92a,Jeans,3,0.0,New York,USA,TX,8561 Main St,82798,"exclusive,sale,trending",2024-07-06 22:11:43,884cc61e-1604-4cbf-9d24-d2a8b9c8b189,2024-07-06,2024,7,6,7,2676.36
Electronics,db31b387,,Cash,299.76,72df0e1c,TV,3,5.0,Houston,USA,TX,793 Pine St,68452,sale,2024-08-31 06:45:43,7ab2eb30-6c62-4e82-b662-f7012989c0aa,2024-08-31,2024,8,31,7,899.28
Home & Kitchen,d102565e,,Cash,813.06,bfc46bc0,Plates,4,0.0,New York,USA,CA,2854 Main St,23411,limited,2024-08-16 05:45:43,801a709c-95fa-4b4f-90ff-fb2de02e9fce,2024-08-16,2024,8,16,6,3252.24
Sports,d7dffb65,,Gift Card,565.16,d71cb055,Yoga Mat,4,0.0,Los Angeles,USA,TX,6154 Oak St,69905,"trending,sale,limited",2024-03-28 11:24:43,cb66876e-560d-4e82-93d1-b4640cb42d0f,2024-03-28,2024,3,28,5,2260.64
Automotive,1beb0111,,Credit Card,770.88,d914a9fa,Jump Starter,2,3.0,Houston,USA,AZ,3509 Main St,41078,"limited,new,sale",2024-12-12 01:35:43,b90e6eb5-2393-42a1-8824-702ae3e83f3c,2024-12-12,2024,12,12,5,1541.76
Health,b3d3c45f,,PayPal,583.94,4d8bb3bc,Thermometer,9,1.0,Phoenix,USA,CA,8246 Main St,33975,"sale,exclusive",2024-03-31 05:26:43,fe7c6443-ccca-4dc9-9848-dddd2b9c4429,2024-03-31,2024,3,31,1,5255.460000000001
Sports,80f08d20,,Gift Card,177.77,eb93cfd5,Yoga Mat,7,5.0,Phoenix,USA,CA,3578 Maple St,97760,,2024-03-29 10:38:43,01bbc00f-a0ad-4487-ab3c-6171c79f21d2,2024-03-29,2024,3,29,6,1244.39
Sports,7c4e42cf,,PayPal,897.41,a557f93a,Tennis Racket,1,4.0,Los Angeles,USA,AZ,1499 Cedar St,40466,,2025-01-06 20:55:43,bded31fb-cb6b-47f2-b352-172c393e8f2b,2025-01-06,2025,1,6,2,897.41
Grocery,26437245,,Bank Transfer,648.64,b0af5c4d,Coffee,3,0.0,Chicago,USA,NY,7832 Maple St,66088,"new,limited,sale",2025-01-13 20:40:43,2b85eb8a-f5cf-48d0-b64c-6ef2faae51b8,2025-01-13,2025,1,13,2,1945.92
Toys,9a7cf32d,,Debit Card,400.92,d41a89af,Building Blocks,4,5.0,Los Angeles,USA,TX,1427 Cedar St,49344,trending,2024-05-21 06:51:43,4d6ef16d-bcd9-4191-963c-57927a1dd7be,2024-05-21,2024,5,21,3,1603.68
Clothing,d091c949,,Debit Card,970.49,59b01cf4,Jeans,2,4.0,Chicago,USA,IL,2049 Main St,37458,"new,limited",2024-08-06 21:19:43,4be7f225-c026-459d-a71c-dcb56b05346a,2024-08-06,2024,8,6,3,1940.98
Sports,9fa29bc6,,Cash,19.26,c3a84db2,Dumbbells,2,0.0,Los Angeles,USA,TX,441 Maple St,53294,exclusive,2025-02-08 06:09:43,b50e9304-cb82-4a38-a971-6a3487719388,2025-02-08,2025,2,8,7,38.52
Beauty,076e10b0,,Gift Card,69.75,7433172d,Shampoo,5,5.0,Phoenix,USA,CA,1746 Pine St,35864,,2025-02-22 21:11:43,2c73b64e-03ea-49d0-9312-5c57e4bdf861,2025-02-22,2025,2,22,7,348.75
Home & Kitchen,55ed5bf5,,Cash,950.34,93db2eda,Knife Set,3,0.0,Los Angeles,USA,TX,923 Pine St,57335,limited,2024-11-14 23:43:43,8490b032-ec13-46df-bddd-eaec5efb0e79,2024-11-14,2024,11,14,5,2851.02
Beauty,53beb4b5,,Gift Card,746.39,4470511c,Perfume,4,4.0,Los Angeles,USA,NY,9792 Pine St,32873,trending,2024-05-11 11:16:43,f0522f00-a758-4165-922e-910db5caa353,2024-05-11,2024,5,11,7,2985.56
Beauty,9a6f29aa,,Debit Card,289.34,31842d8c,Face Cream,6,3.0,Los Angeles,USA,CA,6740 Pine St,23633,new,2025-01-10 11:40:43,9fd3a3e0-0616-4b48-84db-2735c2f74d02,2025-01-10,2025,1,10,6,1736.04
Electronics,0312e246,,Debit Card,136.34,ea1bc621,Headphones,9,4.0,Chicago,USA,AZ,1228 Maple St,83135,,2025-02-11 09:24:43,2b7956d3-28f7-41fe-9cc1-e3cc2b1509e0,2025-02-11,2025,2,11,3,1227.06
Automotive,b2e09e5d,,Credit Card,719.51,0715b0eb,Tire Gauge,10,2.0,Chicago,USA,TX,6155 Oak St,78778,"sale,new",2024-08-19 22:31:43,1c44d4b3-f08c-44ee-a019-e81d0c4643a6,2024-08-19,2024,8,19,2,7195.1
Toys,852f9fd8,,PayPal,579.32,933155a5,Action Figure,6,1.0,Phoenix,USA,TX,9298 Maple St,54972,,2024-08-08 06:05:43,b24b8a75-6366-47d6-aa34-04a0b11e20e5,2024-08-08,2024,8,8,5,3475.92
Clothing,d7a1e73c,,Gift Card,663.2,3f90668b,T-shirt,4,0.0,Chicago,USA,TX,1939 Maple St,96580,"trending,exclusive",2025-03-01 12:24:43,14becbf9-0352-4dff-8a21-3194b77511dc,2025-03-01,2025,3,1,7,2652.8
Electronics,39d8c407,,PayPal,485.76,806c533c,Smart Watch,1,0.0,Phoenix,USA,CA,8724 Main St,76840,"limited,trending",2024-09-18 20:30:43,aa7fea61-75ea-4242-af96-6e16f61283a0,2024-09-18,2024,9,18,4,485.76
Toys,b1f9b51e,,PayPal,275.46,7ed29264,Board Game,8,0.0,New York,USA,TX,4379 Pine St,47930,"new,sale,trending",2024-04-24 03:53:43,f7e07188-22db-494b-b3fd-dbf2f0cd41dc,2024-04-24,2024,4,24,4,2203.68
Sports,e7c99897,,Debit Card,983.62,d50144de,Dumbbells,7,1.0,Chicago,USA,TX,252 Cedar St,62965,limited,2024-12-30 03:47:43,4330d282-42a6-491e-9b7b-312f985d96b7,2024-12-30,2024,12,30,2,6885.34
Beauty,c6519031,,PayPal,599.53,9f01a5cf,Face Cream,6,0.0,Phoenix,USA,TX,6477 Oak St,98440,"new,trending",2024-08-20 09:02:43,b2560212-7551-4aca-b062-7494a7c5e642,2024-08-20,2024,8,20,3,3597.18
Automotive,690c3262,,Cash,906.15,f60481f3,Air Freshener,9,0.0,Chicago,USA,NY,1783 Pine St,67934,,2024-10-03 05:01:43,08209acc-8a8b-4c83-a39b-72454fa1ee00,2024-10-03,2024,10,3,5,8155.349999999999
Home & Kitchen,fef64790,,PayPal,434.46,fcd017f6,Coffee Maker,5,2.0,Chicago,USA,CA,5645 Oak St,84764,"exclusive,new",2024-12-16 11:36:43,fac55e54-4aec-4c2a-813c-23bf13a9eef7,2024-12-16,2024,12,16,2,2172.2999999999997
Sports,d02834af,,Gift Card,154.65,8d6a242f,Basketball,3,3.0,Phoenix,USA,NY,8466 Main St,36560,,2025-01-04 15:14:43,f4df201e-148e-4310-95d0-c8811b329e7b,2025-01-04,2025,1,4,7,463.95000000000005
Sports,fb628943,,Debit Card,865.61,75567a4e,Dumbbells,6,2.0,Houston,USA,CA,1801 Oak St,94347,"trending,limited,sale",2024-04-23 16:11:43,c4029506-67ba-4538-b840-ab8ff12d815f,2024-04-23,2024,4,23,3,5193.66
Health,927ac32c,,Gift Card,215.14,8908f8de,Pain Reliever,2,0.0,Houston,USA,AZ,3120 Oak St,15242,sale,2024-04-15 23:39:43,85aed2f2-95ee-4586-9bda-6910c0dc26be,2024-04-15,2024,4,15,2,430.28
Sports,1b0fa10c,,PayPal,849.78,e058ee75,Tennis Racket,2,0.0,Houston,USA,AZ,8855 Cedar St,10543,"trending,exclusive,new",2025-01-11 01:17:43,19c86f16-8e3c-4b3c-b3cf-7a8fb2d3177a,2025-01-11,2025,1,11,7,1699.56
Toys,592edb8c,,Debit Card,573.42,54310007,Stuffed Animal,10,0.0,Chicago,USA,NY,2674 Pine St,12257,sale,2025-02-04 01:29:43,ba65a2f2-bd3a-46ca-b9f0-da56b35d992e,2025-02-04,2025,2,4,3,5734.2
Toys,77589710,,Gift Card,21.8,03df6c87,Stuffed Animal,2,2.0,Houston,USA,IL,538 Cedar St,98440,sale,2024-11-19 00:11:43,bf85375b-e657-4c8a-aaa0-fe6a988e9079,2024-11-19,2024,11,19,3,43.6
Home & Kitchen,0dde43e5,,Credit Card,384.67,629f2853,Toaster,7,3.0,Phoenix,USA,IL,8281 Main St,97459,"exclusive,sale,new",2024-04-19 21:53:43,0332b054-d431-4435-a3a6-d21edda329fa,2024-04-19,2024,4,19,6,2692.69
Toys,c06f9823,,Debit Card,319.13,28297bdd,Building Blocks,4,0.0,New York,USA,IL,8812 Main St,12096,,2024-06-12 03:33:43,295a584e-904a-4755-b401-04cb3dce46b7,2024-06-12,2024,6,12,4,1276.52
Beauty,61312fa2,,Bank Transfer,986.23,015caf66,Perfume,7,4.0,Houston,USA,AZ,6830 Oak St,18984,limited,2024-07-29 18:18:43,aecf64c8-239b-4a11-a0ae-8acf1fa21df3,2024-07-29,2024,7,29,2,6903.610000000001
Books,951292a4,,Bank Transfer,603.44,068c065d,Cookbook,8,2.0,Phoenix,USA,AZ,6832 Cedar St,78141,"limited,exclusive,trending",2025-01-03 20:16:43,c2012ce0-8de1-4e52-b48c-87df978e8d48,2025-01-03,2025,1,3,6,4827.52
Automotive,63929ef3,,Bank Transfer,939.2,969e4f2f,Jump Starter,2,5.0,Phoenix,USA,IL,4867 Pine St,18298,"new,sale,trending",2024-06-26 18:51:43,6b01b3a5-233d-4f56-8188-870e57d72f3e,2024-06-26,2024,6,26,4,1878.4
Sports,1f5772eb,,Cash,718.33,087c4677,Yoga Mat,6,5.0,Phoenix,USA,NY,6993 Oak St,47216,,2024-08-07 17:56:43,159ae710-4696-478c-bb47-3517cd637466,2024-08-07,2024,8,7,4,4309.9800000000005
Beauty,38363e62,,Gift Card,446.08,9bf8b5cd,Nail Polish,2,3.0,Chicago,USA,IL,3024 Main St,64541,,2025-02-12 06:22:43,b1d934c3-3656-4716-bee4-0cbb3274916d,2025-02-12,2025,2,12,4,892.16
Sports,7d4c159d,,Credit Card,247.21,b6256757,Basketball,5,0.0,Phoenix,USA,TX,5688 Cedar St,76845,exclusive,2024-06-09 05:17:43,40a61ef3-5b03-4c2c-bb84-13679bc08af1,2024-06-09,2024,6,9,1,1236.05
Books,e8171779,,PayPal,85.89,b1501d15,Science Fiction,5,3.0,Los Angeles,USA,CA,9124 Maple St,98455,"trending,sale,limited",2024-10-24 14:00:43,0b229d7a-4c25-4219-bf9f-45cecbed04d5,2024-10-24,2024,10,24,5,429.45
Beauty,5ebbeae5,,Debit Card,360.39,d4ef1249,Perfume,10,4.0,Los Angeles,USA,TX,8159 Main St,97367,,2024-05-11 02:05:43,08f92b15-f2b8-460d-9fef-3b7d872cc0ef,2024-05-11,2024,5,11,7,3603.8999999999996
Home & Kitchen,1cb795e6,,Bank Transfer,366.38,1affc016,Toaster,6,5.0,Los Angeles,USA,NY,2914 Pine St,21082,new,2024-08-28 05:43:43,17e03415-c1ba-414a-940a-9879eb686b4d,2024-08-28,2024,8,28,4,2198.2799999999997
Toys,de2e5282,,Credit Card,212.9,2d5e794b,Stuffed Animal,3,5.0,Phoenix,USA,CA,1811 Maple St,11544,new,2024-04-12 08:32:43,26251024-791c-42de-b657-a90ac5f69ae9,2024-04-12,2024,4,12,6,638.7
Toys,fcd70217,,Credit Card,314.39,b9ca5745,Action Figure,1,0.0,New York,USA,TX,5087 Maple St,32814,"sale,trending,new",2024-10-24 07:51:43,1c409b87-c2df-41ef-ad59-101bd6101294,2024-10-24,2024,10,24,5,314.39
Sports,e81d148a,,Debit Card,686.07,c1fc069c,Bicycle,9,2.0,Houston,USA,CA,9117 Maple St,68741,,2024-10-28 18:42:43,b3e44344-3270-420b-a7fa-87befe47e925,2024-10-28,2024,10,28,2,6174.63
Automotive,1b37251d,,Bank Transfer,638.43,d96d16f4,Tire Gauge,7,0.0,Houston,USA,TX,6617 Oak St,70906,"exclusive,sale",2024-11-18 15:58:43,ca2a2682-3068-4ae8-9ba9-39c48642ed66,2024-11-18,2024,11,18,2,4469.009999999999
Grocery,cc66c320,,Credit Card,90.64,4646c7cc,Pasta,4,1.0,Chicago,USA,TX,3188 Oak St,58623,"new,trending",2024-07-29 15:55:43,ede32c1a-bb6d-4105-9710-1f7d76a28c20,2024-07-29,2024,7,29,2,362.56
Health,2e296cc3,,Debit Card,265.71,1f25ab3a,Bandages,2,5.0,Los Angeles,USA,IL,9368 Main St,38891,"new,trending",2024-08-31 06:07:43,5285a2f0-247b-4954-9ded-1ec194c00d4d,2024-08-31,2024,8,31,7,531.42
Grocery,fab15c5c,,Bank Transfer,663.75,3f9c7f2f,Coffee,1,2.0,Chicago,USA,IL,3514 Maple St,23724,new,2024-05-17 18:04:43,450edfdb-7a0b-4395-a846-e5b989c4d956,2024-05-17,2024,5,17,6,663.75
Books,1af91ebe,,PayPal,300.21,9c32a421,Self-Help,4,0.0,Chicago,USA,NY,3889 Main St,80551,"trending,exclusive,limited",2024-05-22 04:50:43,0eca4a2d-4e8e-431c-9e38-2fd4ec868abe,2024-05-22,2024,5,22,4,1200.84
Automotive,a5344f3a,,Gift Card,272.05,10d852b6,Jump Starter,5,1.0,Houston,USA,TX,9030 Pine St,35531,"exclusive,sale,limited",2024-10-20 01:45:43,0617e383-51e3-402a-bbb0-5ba7ffb75f38,2024-10-20,2024,10,20,1,1360.25
Health,a8754aa0,,Debit Card,851.21,cde6af84,First Aid Kit,3,5.0,Chicago,USA,TX,6004 Pine St,94360,,2024-08-22 22:06:43,ceb871a0-5e33-4b79-a3b2-a3da80c0ee58,2024-08-22,2024,8,22,5,2553.63
Electronics,d01f497e,,Bank Transfer,473.9,c39a568b,Camera,2,0.0,New York,USA,TX,108 Cedar St,68294,"trending,limited",2024-05-21 20:59:43,aa375918-9126-4467-b1a0-5529fafefdb1,2024-05-21,2024,5,21,3,947.8
Electronics,b01f3841,,Credit Card,599.96,21853e79,Camera,10,5.0,Houston,USA,AZ,8212 Pine St,41177,trending,2024-09-14 06:43:43,a309ce51-25cb-4d7a-85bc-ed1c9654bc6b,2024-09-14,2024,9,14,7,5999.6
Automotive,5aee236a,,PayPal,720.54,ead304ec,Floor Mats,9,0.0,Houston,USA,CA,3451 Maple St,55820,"trending,limited,sale",2024-06-24 09:38:43,64d35312-c774-4479-bb2a-33577a17a4c9,2024-06-24,2024,6,24,2,6484.86
Automotive,99f64bcd,,Bank Transfer,684.54,4e66463d,Jump Starter,8,3.0,Houston,USA,IL,3084 Pine St,55778,"trending,new,exclusive",2024-12-22 23:32:43,0255b362-085d-49f3-972c-d1a86262c441,2024-12-22,2024,12,22,1,5476.32
Home & Kitchen,74ede0f0,,Bank Transfer,11.47,b073a24d,Plates,7,5.0,Chicago,USA,CA,4861 Main St,55013,"trending,new,sale",2024-09-18 06:11:43,7e3a8871-cbcb-41d0-9053-f58b10ae4e9f,2024-09-18,2024,9,18,4,80.29
Electronics,a290da05,,Debit Card,641.26,9eebaad2,Smartphone,2,0.0,Chicago,USA,IL,2350 Maple St,91161,"new,sale",2025-02-04 19:16:43,674d3547-af8e-4b4f-b7a3-ac177f3341f8,2025-02-04,2025,2,4,3,1282.52
Health,b3638da5,,Bank Transfer,126.53,ce34817f,Bandages,4,0.0,Chicago,USA,NY,3716 Cedar St,39816,,2024-06-05 02:24:43,6066ead3-a016-4322-9171-cde44a45b998,2024-06-05,2024,6,5,4,506.12
Beauty,1ebe9fb4,,Gift Card,724.43,703a464e,Perfume,6,5.0,Chicago,USA,TX,9327 Cedar St,40935,limited,2024-09-04 11:24:43,3970c0cc-f4db-4f8b-939c-6a3e34e246eb,2024-09-04,2024,9,4,4,4346.58
Books,936c2dc2,,Debit Card,608.07,6dab391c,Biography,4,3.0,Los Angeles,USA,CA,1994 Cedar St,20298,,2024-11-14 02:46:43,958c285f-bbb5-4dfa-acf8-3e43cfd25caa,2024-11-14,2024,11,14,5,2432.28
Beauty,531349c4,,Gift Card,593.95,7d7575e1,Shampoo,2,4.0,Houston,USA,CA,4966 Cedar St,82043,,2025-01-22 20:25:43,3a246e40-ca54-43f4-adb3-9fb38e4c89f5,2025-01-22,2025,1,22,4,1187.9
Health,8e50f96a,,Debit Card,971.48,c72c21ff,First Aid Kit,8,2.0,Chicago,USA,TX,1404 Oak St,86901,"exclusive,new",2024-06-02 17:48:43,a0c17af6-f420-4c06-858e-b55f76fb0dc1,2024-06-02,2024,6,2,1,7771.84
Sports,0dc6ad92,,Debit Card,915.15,d87c4910,Tennis Racket,1,2.0,Houston,USA,TX,9590 Maple St,60423,"sale,exclusive,trending",2025-02-05 17:45:43,41c13d68-8e5f-4fca-9031-e015b153c9fc,2025-02-05,2025,2,5,4,915.15
Beauty,da398259,,Credit Card,48.92,e3310277,Hair Dryer,7,0.0,New York,USA,NY,5506 Pine St,33234,limited,2024-07-11 23:26:43,a90a2a69-6c3b-482a-b818-8a04b623fd2f,2024-07-11,2024,7,11,5,342.44
Health,18c8e283,,Cash,770.84,73188df7,Thermometer,4,4.0,New York,USA,AZ,7173 Pine St,35400,"new,sale,trending",2024-07-14 06:05:43,ee5767b6-bb66-4732-8f81-fcfc84fd293f,2024-07-14,2024,7,14,1,3083.36
Toys,8b6f3a84,,Bank Transfer,136.6,f8e6a23f,Stuffed Animal,2,0.0,Chicago,USA,IL,2249 Oak St,46924,"trending,new,limited",2025-01-17 04:47:43,3d5ac4ab-40d3-42a3-9bd3-d08b47e2e425,2025-01-17,2025,1,17,6,273.2
Home & Kitchen,52e2ab9b,,Credit Card,122.69,48cdaa21,Microwave,5,0.0,New York,USA,NY,7141 Pine St,72953,"trending,sale",2024-09-25 06:31:43,18615fd4-6a63-47c7-876f-1193e38e23f4,2024-09-25,2024,9,25,4,613.45
Beauty,741965f4,,Gift Card,666.67,2232e2b1,Face Cream,9,3.0,Houston,USA,IL,5528 Main St,45257,"trending,new",2024-06-24 19:18:43,944f9024-a4ab-4ab1-8bf8-56139f510f42,2024-06-24,2024,6,24,2,6000.03
Beauty,038f971d,,Cash,474.99,85258623,Lipstick,4,3.0,Los Angeles,USA,TX,1172 Cedar St,46375,trending,2024-09-12 11:50:43,91cfbaf6-2042-4353-b268-81a0f15faf4f,2024-09-12,2024,9,12,5,1899.96
Books,143539c5,,Debit Card,91.75,1383e0db,Fiction Novel,4,0.0,Los Angeles,USA,AZ,7104 Oak St,63206,"exclusive,trending,limited",2024-05-02 03:12:43,d15ef2bd-7dc7-4fb0-9d0a-c26ee03739d6,2024-05-02,2024,5,2,5,367.0
Electronics,9ae5438c,,Credit Card,159.34,31678c31,Camera,9,0.0,Chicago,USA,CA,544 Main St,62895,exclusive,2024-09-05 08:03:43,7978f2fd-c5b9-4078-a8cd-efc99cd9d3fa,2024-09-05,2024,9,5,5,1434.06
Automotive,cb6b8343,,Debit Card,426.67,fa1899fc,Floor Mats,5,4.0,New York,USA,NY,6588 Oak St,93965,"new,sale,trending",2024-06-01 01:27:43,09e68b77-a106-4688-8df7-9b54b9da8f38,2024-06-01,2024,6,1,7,2133.35
Health,60db32a4,,Debit Card,494.47,ef1d837f,Bandages,1,0.0,Phoenix,USA,IL,5985 Cedar St,35809,,2024-12-28 12:47:43,e75add70-af30-4326-9ed1-84d0cc6c3dc5,2024-12-28,2024,12,28,7,494.47
Sports,70d657ff,,Bank Transfer,357.36,bf3f0dc2,Basketball,1,4.0,New York,USA,NY,7366 Pine St,84984,,2025-02-23 22:05:43,219af897-f457-44b3-84f4-ddadc280391d,2025-02-23,2025,2,23,1,357.36
Beauty,abe5f901,,Cash,523.57,3b1984ac,Hair Dryer,4,0.0,Houston,USA,NY,3992 Cedar St,15738,"exclusive,trending",2024-12-17 03:16:43,8991b6c0-b3aa-4567-a4fb-8b00b5465d55,2024-12-17,2024,12,17,3,2094.28
Home & Kitchen,2d0b9eed,,Credit Card,652.06,67381a99,Microwave,8,3.0,New York,USA,IL,8607 Main St,22423,limited,2024-05-25 09:02:43,d540dfac-5489-4788-a5d2-871ae21555f2,2024-05-25,2024,5,25,7,5216.48
Toys,8cb184e7,,Gift Card,621.51,baa66b57,Stuffed Animal,1,3.0,New York,USA,CA,4742 Cedar St,23646,,2024-12-02 15:16:43,2b64f47e-c0ce-4103-8e84-9c6c788d2bc7,2024-12-02,2024,12,2,2,621.51
Home & Kitchen,0983a039,,Debit Card,59.12,ccb099af,Toaster,9,2.0,Houston,USA,CA,282 Main St,90510,"new,trending,exclusive",2024-04-20 04:06:43,c1435b69-812f-4d46-a2c0-2451872ede10,2024-04-20,2024,4,20,7,532.0799999999999
Toys,a4258250,,Cash,102.94,84abbb31,Puzzle,4,5.0,Phoenix,USA,IL,3270 Cedar St,27491,"trending,limited",2024-11-15 14:03:43,7d017632-7423-43c3-ae02-1a36cc17818c,2024-11-15,2024,11,15,6,411.76
Home & Kitchen,7646cab3,,Credit Card,921.53,ab1950ae,Plates,6,3.0,New York,USA,CA,6996 Oak St,42901,trending,2025-03-12 02:37:43,3cfb5288-159d-4ef0-98a9-9a332774b0ff,2025-03-12,2025,3,12,4,5529.18
Automotive,7a3798d6,,Bank Transfer,905.2,796f179c,Car Wax,8,0.0,Phoenix,USA,IL,4487 Maple St,88151,"exclusive,limited",2024-06-01 04:50:43,f17692d0-1cf0-4606-a753-aa165fdeaad1,2024-06-01,2024,6,1,7,7241.6
Electronics,47c3ef80,,Gift Card,398.82,1628c2e4,Camera,5,5.0,Houston,USA,IL,5348 Pine St,48328,,2024-10-07 01:46:43,9e185796-82ca-4ea1-afc6-8d90b906acde,2024-10-07,2024,10,7,2,1994.1
Beauty,0e7954dd,,Gift Card,112.93,b3d336f3,Lipstick,5,0.0,Phoenix,USA,IL,9393 Maple St,15560,"limited,trending",2024-05-09 04:05:43,d6cdfa92-0425-4928-8cde-b9ebb8a55194,2024-05-09,2024,5,9,5,564.6500000000001
Grocery,171f113b,,Credit Card,957.75,b6043f77,Coffee,9,0.0,New York,USA,TX,1459 Oak St,92109,,2024-11-03 10:13:43,9e884f08-41d4-4a33-80df-cb33a960fe7d,2024-11-03,2024,11,3,1,8619.75
Automotive,91bd425a,,PayPal,922.92,cacabd81,Car Wax,5,5.0,Houston,USA,IL,3624 Oak St,39479,"new,exclusive,limited",2025-01-16 22:06:43,b7885d5b-7427-4c61-a625-364a77ee0ab4,2025-01-16,2025,1,16,5,4614.599999999999
Clothing,aa56e74e,,Gift Card,197.45,5f49c0ba,T-shirt,8,1.0,Houston,USA,TX,5784 Pine St,10646,new,2024-04-11 08:17:43,9c2b8734-b8db-4284-b89e-566209560831,2024-04-11,2024,4,11,5,1579.6
Books,f56a34a4,,Debit Card,463.08,1ed63455,Biography,4,2.0,Houston,USA,NY,6261 Pine St,85916,,2024-10-10 08:16:43,ec6fbf84-3530-48de-8640-72f4cef8b10e,2024-10-10,2024,10,10,5,1852.32
Beauty,93a1d1f6,,Bank Transfer,996.03,08f4ab12,Nail Polish,9,4.0,New York,USA,CA,9012 Pine St,38041,new,2024-05-09 20:48:43,734ce913-d5e5-40b4-b2fd-19947244079f,2024-05-09,2024,5,9,5,8964.27
